OrderID,EmployeeName,CustomerCompany,OrderDate,ShippedDate,ShipperCompany,ShipName,ShipAddress,ShipCity,ShipState,ShipZIP,ShipCountry,ShippingFee,Taxes,PaymentType,PaidDate,Notes,TaxRate,TaxStatus,StatusName,CustomerID,CustomerName,CustomerCountry,CustomerCity,CustomerState,CustomerZIP,EmployeeID,EmployeeTitle,EmployeeEmail,ShipperID,ProductID,ProductName,CategoryName,UnitPrice,Quantity,Discount,LineTotal,InvoiceDate,DueDate,InvoiceTax,InvoiceShipping,AmountDue,OrderYear,OrderMonth,OrderQuarter,Year,Month,Quarter,DayOfWeek,MonthName,DeliveryDays,WasShipped,AmountCategory
46,Robert Zare,Company I,2006-04-05 00:00:00,2006-04-05 00:00:00,Shipping Company A,Sven Mortensen,123 9th Street,Salt Lake City,UT,99999,USA,100,0,Check,2006-04-05 00:00:00,Inconnu,0,Non-taxable,Closed,9,Sven Mortensen,USA,Salt Lake City,UT,99999,7,Sales Representative,robert@northwindtraders.com,1.0,77,Northwind Traders Mustard,Condiments,13.0,1,0.05,12.35,2006-04-04 11:08:49,2006-05-04 11:08:49,0.0,0.0,0.0,2006,4,2,2006,4,2,2,April,0,True,Petit
47,Michael Neipper,Company F,2006-04-08 00:00:00,2006-04-08 00:00:00,Shipping Company B,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,300,0,Credit Card,2006-04-08 00:00:00,Inconnu,0,Non-taxable,Closed,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,6,Sales Representative,michael@northwindtraders.com,2.0,6,Northwind Traders Boysenberry Spread,"Jams, Preserves",25.0,7,0.15,148.75,2006-04-04 11:08:14,2006-05-04 11:08:14,0.0,0.0,0.0,2006,4,2,2006,4,2,5,April,0,True,Moyen
47,Michael Neipper,Company F,2006-04-08 00:00:00,2006-04-08 00:00:00,Shipping Company B,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,300,0,Credit Card,2006-04-08 00:00:00,Inconnu,0,Non-taxable,Closed,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,6,Sales Representative,michael@northwindtraders.com,2.0,91,Northwind Traders Cherry Pie Filling,Canned Fruit & Vegetables,2.0,6,0.1,10.8,2006-04-04 11:08:14,2006-05-04 11:08:14,0.0,0.0,0.0,2006,4,2,2006,4,2,5,April,0,True,Petit
48,Mariya Sergienko,Company H,2006-04-05 00:00:00,2006-04-05 00:00:00,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,50,0,Check,2006-04-05 00:00:00,Inconnu,0,Non-taxable,Closed,8,Elizabeth Andersen,USA,Portland,OR,99999,4,Sales Representative,mariya@northwindtraders.com,2.0,57,Northwind Traders Ravioli,Pasta,19.5,3,0.1,52.65,2006-04-04 11:07:37,2006-05-04 11:07:37,0.0,0.0,0.0,2006,4,2,2006,4,2,2,April,0,True,Petit
48,Mariya Sergienko,Company H,2006-04-05 00:00:00,2006-04-05 00:00:00,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,50,0,Check,2006-04-05 00:00:00,Inconnu,0,Non-taxable,Closed,8,Elizabeth Andersen,USA,Portland,OR,99999,4,Sales Representative,mariya@northwindtraders.com,2.0,87,Northwind Traders Tea,Beverages,4.0,4,0.15,13.6,2006-04-04 11:07:37,2006-05-04 11:07:37,0.0,0.0,0.0,2006,4,2,2006,4,2,2,April,0,True,Petit
48,Mariya Sergienko,Company H,2006-04-05 00:00:00,2006-04-05 00:00:00,Shipping Company B,Elizabeth Andersen,123 8th Street,Portland,OR,99999,USA,50,0,Check,2006-04-05 00:00:00,Inconnu,0,Non-taxable,Closed,8,Elizabeth Andersen,USA,Portland,OR,99999,4,Sales Representative,mariya@northwindtraders.com,2.0,20,Northwind Traders Marmalade,"Jams, Preserves",81.0,3,0.0,243.0,2006-04-04 11:07:37,2006-05-04 11:07:37,0.0,0.0,0.0,2006,4,2,2006,4,2,2,April,0,True,Moyen
50,Anne Hellung-Larsen,Company Y,2006-04-05 00:00:00,2006-04-05 00:00:00,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,5,0,Cash,2006-04-05 00:00:00,Inconnu,0,Non-taxable,Closed,25,John Rodman,USA,Chicago,IL,99999,9,Sales Representative,anne@northwindtraders.com,1.0,51,Northwind Traders Dried Apples,Dried Fruit & Nuts,53.0,6,0.05,302.1,2006-04-04 11:06:56,2006-05-04 11:06:56,0.0,0.0,0.0,2006,4,2,2006,4,2,2,April,0,True,Moyen
50,Anne Hellung-Larsen,Company Y,2006-04-05 00:00:00,2006-04-05 00:00:00,Shipping Company A,John Rodman,789 25th Street,Chicago,IL,99999,USA,5,0,Cash,2006-04-05 00:00:00,Inconnu,0,Non-taxable,Closed,25,John Rodman,USA,Chicago,IL,99999,9,Sales Representative,anne@northwindtraders.com,1.0,99,Northwind Traders Chicken Soup,Soups,1.95,8,0.1,14.04,2006-04-04 11:06:56,2006-05-04 11:06:56,0.0,0.0,0.0,2006,4,2,2006,4,2,2,April,0,True,Petit
51,Anne Hellung-Larsen,Company Z,2006-04-05 00:00:00,2006-04-05 00:00:00,Shipping Company C,Run Liu,789 26th Street,Miami,FL,99999,USA,60,0,Credit Card,2006-04-05 00:00:00,Inconnu,0,Non-taxable,Closed,26,Run Liu,USA,Miami,FL,99999,9,Sales Representative,anne@northwindtraders.com,3.0,87,Northwind Traders Tea,Beverages,4.0,9,0.05,34.2,2006-04-04 11:06:13,2006-05-04 11:06:13,0.0,0.0,0.0,2006,4,2,2006,4,2,2,April,0,True,Petit
55,Nancy Freehafer,Company CC,2006-04-05 00:00:00,2006-04-05 00:00:00,Shipping Company B,Soo Jung Lee,789 29th Street,Denver,CO,99999,USA,200,0,Check,2006-04-05 00:00:00,Inconnu,0,Non-taxable,Closed,29,Soo Jung Lee,USA,Denver,CO,99999,1,Sales Representative,nancy@northwindtraders.com,2.0,34,Northwind Traders Beer,Beverages,14.0,3,0.1,37.8,2006-04-04 11:05:04,2006-05-04 11:05:04,0.0,0.0,0.0,2006,4,2,2006,4,2,2,April,0,True,Petit
56,Andrew Cencini,Company F,2006-04-03 00:00:00,2006-04-03 00:00:00,Shipping Company C,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,0,0,Check,2006-04-03 00:00:00,Inconnu,0,Non-taxable,Closed,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,2,"Vice President, Sales",andrew@northwindtraders.com,3.0,1,Northwind Traders Chai,Beverages,18.0,8,0.1,129.6,2006-04-03 13:50:15,2006-05-03 13:50:15,0.0,0.0,0.0,2006,4,2,2006,4,2,0,April,0,True,Moyen
56,Andrew Cencini,Company F,2006-04-03 00:00:00,2006-04-03 00:00:00,Shipping Company C,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,0,0,Check,2006-04-03 00:00:00,Inconnu,0,Non-taxable,Closed,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,2,"Vice President, Sales",andrew@northwindtraders.com,3.0,89,Northwind Traders Peaches,Canned Fruit & Vegetables,1.5,7,0.05,9.975,2006-04-03 13:50:15,2006-05-03 13:50:15,0.0,0.0,0.0,2006,4,2,2006,4,2,0,April,0,True,Petit
56,Andrew Cencini,Company F,2006-04-03 00:00:00,2006-04-03 00:00:00,Shipping Company C,Francisco Pérez-Olaeta,123 6th Street,Milwaukee,WI,99999,USA,0,0,Check,2006-04-03 00:00:00,Inconnu,0,Non-taxable,Closed,6,Francisco Pérez-Olaeta,USA,Milwaukee,WI,99999,2,"Vice President, Sales",andrew@northwindtraders.com,3.0,8,Northwind Traders Curry Sauce,Sauces,40.0,6,0.0,240.0,2006-04-03 13:50:15,2006-05-03 13:50:15,0.0,0.0,0.0,2006,4,2,2006,4,2,0,April,0,True,Moyen
